,IDLattes,DuracaoDoutorado,Genero,GrandesAreas,ExclusividadeDoutorado,Publicacoes,IdadeAcademica,ListaFiliacoes,UltimaFiliacao,HistoricoFiliacoesEmIESInternacional,UltimaFiliacaoEmIES
717,17510939441350,5.0, , , ,48.0,28.0,UNIVERSIDADE SAO PAULO; UNIVERSIDADE ESTADUAL PAULISTA JULIO MESQUITA FILHO; HISTORIA ECONOMICA AMP HISTORIA EMPRESAS; ESTUDOS ECONOMICOS SAO PAULO IMPRESSO; HISTORIA ECONOMIA; AMERICA LATINA EN LA HISTORIA ECONOMICA; REVISTA ECONOMIA POLITICA IMPRESSO; REVISTA HISTORIA USP; PESQUISA PLANEJAMENTO ECONOMICO RIO JANEIRO,REVISTA HISTORIA USP; HISTORIA ECONOMICA AMP HISTORIA EMPRESAS; PESQUISA PLANEJAMENTO ECONOMICO RIO JANEIRO,0,0
718,17521803800265,4.0, , , ,7.0,8.0,UNIVERSIDADE FEDERAL PERNAMBUCO; ORGANIZACAO SOCIO AMBIENTALISTA PRO MAR; OPENQ PESQUISA CONSULTORIA EM CIENCIAS NATURAIS LTDA; SEMEAR TERRA LTDA; PAROQUIA CASA FORTE PROJETO SEMEAR; PROJETO RECIFES COSTEIROS; INSTITUTO BIOMABRASIL; UNIVERSIDADE FEDERAL ALAGOAS; UNIVERSIDADE ESTADO BAHIA; UNIVERSIDADE FEDERAL BAHIA; INSTITUTO AYNICONSERVACAO AMBIENTAL DESENVOLVIMENTO SOCIAL,UNIVERSIDADE FEDERAL BAHIA,1,1
719,17555141281882,4.0, , , ,8.0,5.0,APSI CONSULTORIA JR UFJF; CENTRO ATENCAO PSICOSSOCIAL; EPM EMBALAGENS POLPA MOLDADA LTDA; CREPEIA PRORH ICH; UFJF TREINOS PESQUISA; CENTRO PSICOLOGIA APLICADA; UNIVERSIDADE FEDERAL JUIZ FORA; PSICOLOGIA EM PESQUISA UFJF; REVISTA PSIQUE; INSTITUTO HUMANA; REVISTA PSICOLOGIA EM PESQUISA; UNIVERSIDADE MINHO; COMISSION INTERAMERICANA PARA EL CONTROL DEL ABUSO DROGAS CICAD ESTADO; ASSOCIACAO DOS AMIGOS; SECRETARIA NACIONAL POLITICAS SOBRE DROGAS; NUCLEO ESTUDOS INTERDISCIPLINARES EM SAUDE MENTAL; CENTRO UNIVERSITARIO ESTACIO SA; COLEGIO PIO XII; REVISTA PEDAGOGICA UNOCHAPECO; CENTRO UNIVERSITARIO ESTACIO JUIZ FORA; REVISTA ESTACAO CIENTIFICA; REVISTA PEDAGOGICA,CENTRO UNIVERSITARIO ESTACIO JUIZ FORA,1,1
720,17556731417353,4.0, , , ,8.0,7.0,BROWNE ADVOCACIA AMP CONSULTORIA; UNIVERSIDADE FEDERAL PARAIBA; FUNDO CULTURA PERNAMBUCO; ASSOCIACAO CARUARUENSE ENSINO SUPERIOR; POLITICAS CULTURAIS EM REVISTA; REVISTA ESTUDOS INSTITUCIONAIS REI; REVISTA ARTE MIDIA POLITICA AURORA; REVISTA CAFE COM SOCIOLOGIA; UNIVERSIDADE FEDERAL RURAL PERNAMBUCO; GRUPO SER EDUCACIONAL; FACULDADE INTEGRACAO SERTAO; UNIVERSIDADE ESTADUAL CAMPINAS; UNIVERSIDADE FEDERAL BAHIA; ESCOLA INOVACAO POLITICAS PUIBLICAS; REVISTA EDUCACAO UNG SER; PONTIFICIA UNIVERSIDADE CATOLICA PARANA; CULTURA MERCADO; FACULDADE INTEGRADA GESTAO MEIO AMBIENTE; CENTRO LATINO AMERICANO ESTUDOS EM CULTURA,CENTRO LATINO AMERICANO ESTUDOS EM CULTURA,0,0
721,17557951639983,4.0, , , ,11.0,6.0,UNIVERSIDADE CAXIAS SUL; FEDERACAO NACIONAL EDUCACAO INTEGRACAO DOS SURDOS RS; FACULDADE SERRA GAUCHA; ESCOLA EDUCACAO INFANTIL CRIANCA FELIZ; ESCOLA ENSINO FUNDAMENTAL SALLIS GOULART; INSTITUTO MENORES PELOTAS CENTRO ORIENTACAO PROFISSIONAL; CENTRO RECREACAO EDUCACIONAL CANTINHO MAGICO; ASSOCIACAO GAUCHA DOS INTERPRETES LINGUA SINAIS; FEDERACAO BRASILEIRA PROF TRAD INTERPRETES GUIA INTERPRETES LS; UNIVERSIDADE FEDERAL SANTA CATARINA; FACULDADE MONTSERRAT; ASSOCIACAO SERRA DOS PROFISSIONAIS INSTRUTORES LINGUA SINAIS; CAMARA MUNICIPAL VEREADORES CAXIAS SUL RS; COORDENACAO APERFEICOAMENTO PESSOAL NIVEL SUPERIOR; PREFEITURA MUNICIPAL PELOTAS; PRISMAS; REVISTA BELAS INFIEIS; CONSELHO NACIONAL DESENVOLVIMENTO CIENTIFICO TECNOLOGICO; UNIVERSIDADE EXTREMO SUL CATARINENSE; CADERNOS LIBRAS; UNIVERSIDADE FEDERAL ESPIRITO SANTO; UNIVERSIDADE FEDERAL UBERLANDIA; REVISTA PESQUISA EM FOCO EM EDUCACAO FILOSOFIA; CONTEXTOS LINGUISTICOS; REVISTA THE ESPECIALIST PUCSP; EDITORA PPGEL; REVISTA CONTEXTOS LINGUISTICOS; FUNDACAO AMPARO A PESQUISA ESPIRITO SANTO,UNIVERSIDADE FEDERAL ESPIRITO SANTO; REVISTA CONTEXTOS LINGUISTICOS,1,1
722,17586410483546,3.0, , , ,6.0,4.0,CONSULTORIO ODONTOLOGICO,,0,0
723,17593428884692,3.0, , , ,21.0,31.0,PONTIFICIA UNIVERSIDADE CATOLICA RIO JANEIRO; FUNDACAO NACIONAL ARTES,PONTIFICIA UNIVERSIDADE CATOLICA RIO JANEIRO,0,1
724,17622106863794,4.0, , , ,2.0,4.0,GAY LUSSAC INSTITUTO ENSINO SUPERIOR; INSTITUTO METODISTA BENNETT; UNIVERSIDADE ESTADUAL SANTA CRUZ; UNIVERSIDADE FEDERAL RIO JANEIRO; PONTIFICIA UNIVERSIDADE CATOLICA RIO JANEIRO; PREFEITURA MUNICIPAL ILHEUS SECRETARIA EDUCACAO; SECRETARIA ESTADUAL EDUCACAO; UNIDADE ASSISTENCIAL CASA UNIAO ILHEUS; UNIVERSIDADE FEDERAL CEARA,UNIVERSIDADE FEDERAL CEARA,0,1
725,17633274818707,2.5, , , ,7.0,10.0,UNIVERSIDADE FEDERAL PARA; UNIVERSIDADE SAO PAULO; REVISTA BRASILEIRA TERAPIA COMPORTAMENTAL COGNITIVA IMPRESSO; PERSPECTIVAS EM ANALISE COMPORTAMENTO; INTERACAO EM PSICOLOGIA ONLINE; ACTA COMPORTAMENTALIA; REVISTA BRASILEIRA ANALISE COMPORTAMENTO; EUROPEAN JOURNAL OF BEHAVIOR ANALYSIS; PARADIGMA CENTRO CIENCIAS TECNOLOGIA COMPORTAMENTO; USP COFECUB; PRO ESTUDO; UNIVERSITE CHARLES GAULE LILLE III,PARADIGMA CENTRO CIENCIAS TECNOLOGIA COMPORTAMENTO; USP COFECUB,1,1
726,17652852994022,4.0, , , ,6.0,5.0,UNIVERSIDADE FEDERAL PARANA; HOSPITAL UNIVERSITARIO EVANGELICO CURITIBA; HOSPITAL TRABALHADOR; INSTITUTO CRIANCA CURITIBA; UNIDADE CRIANCA; UNIVERSIDADE ESTADUAL MARINGA; SANTA CASA MISERICORDIA MARINGA; INSTITUTO MEDICINA INTEGRADA PAM; CONSULTORIO PRIVADO; CENTRO UNIVERSITARIO MARINGA,UNIVERSIDADE FEDERAL PARANA,1,1
727,17657009368381,4.0, , , ,2.0,4.0,CENTRO TECNOLOGIA MINERAL; COLEGIO ESCOLA TECNICA TRIANGULO,CENTRO TECNOLOGIA MINERAL,0,0
728,17683968952439,3.0, , , ,11.0,12.0,COMPUTATIONAL AMP APPLIED MATHEMATICS; COMPUTATIONAL OPTIMIZATION AND APPLICATIONS; UNIVERSIDADE FEDERAL SAO PAULO; APPLIED MATHEMATICS AND COMPUTATION; NUMERICAL ALGORITHMS; PESQUISA OPERACIONAL IMPRESSO; BULLETIN OF COMPUTATIONAL APPLIED MATHEMATICS; CZECH SCIENCE FOUNDATION; INTERNATIONAL TRANSACTIONS IN OPERATIONAL RESEARCH; JOURNAL OF GLOBAL OPTIMIZATION; UNIVERSIDADE ESTADUAL CAMPINAS; JOURNAL OF OPTIMIZATION THEORY AND APPLICATIONS; FUNDACAO AMPARO A PESQUISA ESTADO SAO PAULO; INSTITUTO TECNOLOGICO AERONAUTICA; INSTITUTO NACIONAL MATEMATICA PURA APLICADA; OPTIMIZATION METHODS AND SOFTWARE; OPTIMIZATION; CONSELHO NACIONAL DESENVOLVIMENTO CIENTIFICO TECNOLOGICO; OPERATIONS RESEARCH LETTERS; EUROPEAN JOURNAL OF OPERATIONAL RESEARCH; JOURNAL OF COMPUTATIONAL AND APPLIED MATHEMATICS; SN OPERATIONS RESEARCH FORUM,,1,0
729,17752842507468,4.0, , , ,5.0,5.0,PRE ESCOLA CANTINHO SABER; PREFEITURA MUNICIPAL CAMBE; SECRETARIA EDUCACAO ESTADO PARANA; FACULDADE NORTE PARANAENSE ENSINO,FACULDADE NORTE PARANAENSE ENSINO,0,0
730,17767375097553,4.0, , , ,2.0,1.0,UNIVERSIDADE FEDERAL RIO GRANDE SUL; INSTITUT FRANCAIS NORVEGE; MINISTERIO RELACOES EXTERIORES NORUEGA; UNIVERSITETET I OSLO; AGENCE UNIVERSITAIRE FRANCOPHONIE; CERTIFICADO PROFICIENCIA EM LINGUA PORTUGUESA,UNIVERSITETET I OSLO; CERTIFICADO PROFICIENCIA EM LINGUA PORTUGUESA,1,1
731,17792589313359,5.0, , , ,8.0,11.0,MUNICIPALIDAD DISTRITAL ARAPA; INDUSTRIA ALIMENTARIA ILAVE; JURADO NACIONAL ELECCIONES PERU; UNIVERSIDADE FEDERAL BAHIA; INTERNATIONAL JOURNAL OF ELECTRICAL POWER AMP ENERGY SYSTEMS; UNIVERSIDADE FEDERAL ACRE; UNIVERSIDADE FEDERAL ABC,UNIVERSIDADE FEDERAL ABC,0,1
732,17857898026618,4.0, , , ,15.0,7.0,UNIVERSIDADE FEDERAL RIO GRANDE NORTE; REVISTA INTERFACE; UNIVERSIDADE FEDERAL PARAIBA; REVISTA INFORMACAO NA SOCIEDADE CONTEMPORANEA; REVISTA ACESSO LIVRE; BIBLIONLINE JOAO PESSOA; CIENCIA INFORMACAO EM REVISTA; REVISTA EXTENSAO SOCIEDADE; REVISTA INTERAMERICANA BIBLIOTECOLOGIA; PERSPECTIVAS LA COMUNICACION CHILE; BIBLIOCANTO; CIENCIA INFORMACAO ONLINE; REVISTA CUBANA INFORMACION EN CIENCIAS LA SALUD; PERSPECTIVAS EM GESTAO AMP CONHECIMENTO; ENCONTROS BIBLI; REVISTA BIBLIOCANTO; REVISTA EXTENSAO AMPSOCIEDADE,ENCONTROS BIBLI,1,0
733,17952191544705,4.0, , , ,1.0,4.0,,,0,0
734,17954371481572,4.0, , , ,23.0,8.0,INSTITUTO FISICA SAO CARLOS; UNIVERSIDADE FEDERAL SAO CARLOS; UNIVERSITY OF SOUTH FLORIDA,UNIVERSIDADE FEDERAL SAO CARLOS,1,1
735,17983372416320,4.0, , , ,3.0,4.0,PREFEITURA MUNICIPAL CACERES; UNIVERSIDADE ESTADO MATO GROSSO; FACULDADE CATOLICA RAINHA PAZ; UNIVERSIDADE VALE RIO DOS SINOS; COORDENACAO APERFEICOAMENTO PESSOAL NIVEL SUPERIOR; ACADEMIA MATO GROSSENSE CIENCIAS CONTABEIS; FACULDADE PANTANAL,UNIVERSIDADE ESTADO MATO GROSSO; UNIVERSIDADE VALE RIO DOS SINOS,1,1
736,17995381613881,4.0, , , ,14.0,17.0,UNIBAHIA; AREA1; UNIVERSIDADE PERNAMBUCO; UNIVERSIDADE FEDERAL PERNAMBUCO,UNIVERSIDADE FEDERAL PERNAMBUCO,1,1
737,18003218855027,3.0, , , ,7.0,10.0,FACULDADES INTEGRADAS BRASIL; ORGANIZACAO PARANAENSE ENSINO TECNICO LTDA; INSTITUTO TECNOLOGICO DESENVOLVIMENTO EDUCACIONAL; PERSPECTIVAS CONTEMPORANEAS; INSTITUTO FEDERAL PARANA; FACULDADE MERIDIONAL; UNIVERSIDADE TECNOLOGICA FEDERAL PARANA; UNIVERSIDADE POSITIVO; CENTRO UNIVERSITARIO INTERNACIONAL; PRE ESCOLA VIVA VIDA; BRADESCO VIDA PREVIDENCIA SA; SESI DEPARTAMENTO REGIONAL ESTADO PARANA,UNIVERSIDADE TECNOLOGICA FEDERAL PARANA,0,1
738,18014149012663,2.5, , , ,16.0,9.0,FACULDADE CIENCIAS FARMACEUTICASUSP; HOSPITAL UNIVERSITARIO USP; UNIVERSIDADE SAO PAULO; CHIBA UNIVERSITY,CHIBA UNIVERSITY,1,1
739,18110894236689,1.0, , , ,23.0,2.0,CONSELHO NACIONAL DESENVOLVIMENTO CIENTIFICO TECNOLOGICO; UNIVERSIDADE FEDERAL SANTA MARIA; EMPRESA BRASILEIRA PESQUISA AGROPECUARIA; FISMA FACULDADE INTEGRADA SANTA MARIA LTDA,FISMA FACULDADE INTEGRADA SANTA MARIA LTDA,0,1
740,18127298148692,4.0, , , ,1.0,4.0,,,0,0
741,18171032174669,4.0, , , ,4.0,4.0,UNIVERSIDADE ESTADUAL CAMPINAS,UNIVERSIDADE ESTADUAL CAMPINAS,0,1
742,18212828579616,5.0, , , ,6.0,21.0,HOSPITAL DAS CLINICAS FACULDADE MEDICINA USP; INSTITUICAO LUSO BRASILEIRA EDUCACAO CULTURAS S S LTDA; SOCIEDADE APOIO A MENINOS MENINAS ADOLESCENTES; CENTRO ESTUDOS FORENSES DEP MEDICINA LEGAL FAC MEDICINA USP; UNIVERSIDADE PAULISTA; JORNAL BRASILEIRO NEFROLOGIA; REVISTA PSICOLOGIA HOSPITALAR; TRIBUNAL JUSTICA ESTADO SAO PAULO; INSTITUTO BRASILEIRO INTERDISCIPLINAR OBESIDADE; PONTIFICIA UNIVERSIDADE CATOLICA SAO PAULO; CENTRO UNIVERSITARIO SAO CAMILO; REVISTA PAULISTA PEDIATRIA IMPRESSO,TRIBUNAL JUSTICA ESTADO SAO PAULO,0,0
743,18279550354607,6.0, , , ,7.0,9.0,UNIVERSIDADE FEDERAL MINAS GERAIS; PONTIFICIA UNIVERSIDADE CATOLICA MINAS GERAIS; FUNDACAO MINEIRA EDUCACAO CULTURA; SOCIEDADE LATINO AMERICANA PSICANALISE CLINICA; UNIVERSIDADE BELO HORIZONTE; UNIVERSIDADE ESTADO MINAS GERAIS,SOCIEDADE LATINO AMERICANA PSICANALISE CLINICA,1,0
744,18284722419893,5.0, , , ,36.0,24.0,UNIVERSIDADE ESTADUAL PAULISTA JULIO MESQUITA FILHO; HISTORIA SAO PAULO 0101 9074; ARQUIVO PUBLICO ESTADO SAO PAULO; JOHNS HOPKINS UNIVERSITY; ASSOCIACAO NACIONAL HISTORIA SEDE; UNIVERSIDADE SAO PAULO BIBLIOTECA BRASILIANA; FUNDACAO AMPARO A PESQUISA ESTADO SAO PAULO; INTERNATIONAL SOCIETY FOR THE HISTORY OF THE MAP,ASSOCIACAO NACIONAL HISTORIA SEDE,1,0
745,18301593481016,5.0, , , ,11.0,4.0,CENTRO BRASILEIRO ANALISE PLANEJAMENTO; UNIVERSIDADE SAO PAULO; NUCLEO ANTROPOLOGIA URBANA USP; CADERNOS CAMPO USP 1991; PONTOURBE USP; UNIVERSIDADE MOGI DAS CRUZES; UNIVERSIDADE PRESBITERIANA MACKENZIE; PRIMEIROS ESTUDOS REVISTA GRADUACAO EM CIENCIAS SOCIAIS; COLECAO ANTROPOLOGIA HOJE EDITORA TERCEIRO NOME; PENSATA REVISTA DOS ALUNOS PROGRAMA POS GRADUACAO EM CIENCIAS SOCIA; NOVOS ESTUDOS CEBRAP IMPRESSO; INSTITUTO FEDERAL SAO PAULO; RELIGIAO AMP SOCIEDADE IMPRESSO; NOVOS DEBATES ABA; FUNDACAO ESCOLA SOCIOLOGIA POLITICA SAO PAULO; CENTRO ESTUDOS GRACINHA; INSTITUTO LEGISLATIVO PAULISTA; SEXUALIDAD SALUD Y SOCIEDAD RIO JANEIRO; REVISTA BRASILEIRA ANTROPOLOGIA; DEBATES NER UFRGS; FACULDADE FILOSOFIA LETRAS CIENCIAS HUMANAS USP; UNIVERSITY OF OTTAWACEBRAP; FACULTAD LATINO AMERICANA CIENCIAS SOCIALES FLACSO; CADERNOS PAGU; REVISTA ENSAIOS; REVISTA EQUATORIAL; EDUCACAO PESQUISA; REVISTA CIENCIAS SOCIALES Y RELIGION; FUNDACAO AMPARO A PESQUISA ESTADO SAO PAULO; MARIA SIBYLLA MERIAN CENTRE CONVIVIALITY INEQUALITY IN LATIN AMERICA,MARIA SIBYLLA MERIAN CENTRE CONVIVIALITY INEQUALITY IN LATIN AMERICA,1,0
746,18389711183950,5.0, , , ,9.0,15.0,INSTITUTO CIENCIA TECNOLOGIA MARIA THEREZA; CENTRO ENSINO SUPERIOR JUIZ FORA; ASSOCIACAO PESTALOZZI NITEROI; CADERNOS PESTALOZZI; ACTAS FREUDIANAS,ASSOCIACAO PESTALOZZI NITEROI,0,0
747,18402264333976,5.0, , , ,5.0,11.0,UNIVERSIDADE FEDERAL RIO GRANDE SUL; HELMHOLTZZENTRUM GEESTHACHT; FUNDACAO APOIO A UNIVERSIDADE FEDERAL RIO GRANDE SUL,FUNDACAO APOIO A UNIVERSIDADE FEDERAL RIO GRANDE SUL,0,1
748,18404318842243,4.0, , , ,5.0,8.0,DEPARTAMENTO INTERSINDICAL ESTATISTICAS ESTUDOS SOCIOECONOMICOS; OBSERVATORIO SOCIAL; CENTRO ESTUDOS SINDICAIS ECONOMIA TRABALHO; UNIVERSIDADE ESTADUAL CAMPINAS; UNIVERSIDADE CIDADE SAO PAULO; UNIVERSIDADE FEDERAL ALFENAS; UNIVERSIDADE NOVE JULHO; MUNDOS TRABALHO; SYNERGIA CONSULTORIA SOCIOAMBIENTAL; FACULDADE FILOSOFIA LETRAS CIENCIAS HUMANAS; UNIVERSIDADE FEDERAL SANTA CATARINA; PLURAL USP; FUNDACAO CARLOS ALBERTO VANZOLINI; FUNDACAO PERSEU ABRAMO,FUNDACAO PERSEU ABRAMO,1,0
749,18422955214711,3.0, , , ,30.0,15.0,UNIVERSIDAD NACIONAL COLOMBIA SEDE MEDELLIN; UNIVERSIDADE FEDERAL MATO GROSSO; UNIVERSIDADE ESTADUAL MARINGA; REVISTA SEMINA; UNIVERSIDADE ESTADUAL LONDRINA,UNIVERSIDADE ESTADUAL LONDRINA,0,1
750,18458324217373,4.0, , , ,1.0,3.0,ESCOLA ESTADUAL ENSINO FUNDAMENTAL CORONEL LUCIO ANNES DIAS; INSTITUTO FEDERAL EDUCACAO CIENCIA TECNOLOGIA RIO GRANDE SUL; REVISTA BRASILEIRA ENGENHARIA AGRICOLA AMBIENTAL IMPRESSO; INSTITUTO FEDERAL EDUCACAO RIO GRANDE SUL CAMPUS SERTAO,INSTITUTO FEDERAL EDUCACAO RIO GRANDE SUL CAMPUS SERTAO,0,0
751,18468487385697,5.0, , , ,16.0,16.0,UNIVERSIDADE VALE PARAIBA; UNIVERSIDADE BRAZ CUBAS; UNIVERSIDADE PAULISTA; CENTRO TECNICO AEROESPACIAL; UNIVERSIDADE SAO PAULO; INSTITUTO LOGISTICA AERONAUTICA; PREFEITURA MUNICIPAL SAO JOSE DOS CAMPOS; UNIVERSIDADE TAUBATE; INSTITUTO TECNOLOGICO AERONAUTICA; REVISTA DIGITAL PAISAGEM EM DEBATE; POSREVISTA PROGRAMA POS GRADUACAO EM ARQUITETURA URBANISMO FAU; REVISTA BRASILEIRA GESTAO DESENVOLVIMENTO REGIONAL; LANDSCAPE AND URBAN PLANNING; REVISTA BRASILEIRA GESTAO URBANA; REVISTA ARVORE IMPRESSO; PARECERISTA JOURNAL OF TRANSPORT LITERATURE ISSN 2238 1031 ANO 2012,PREFEITURA MUNICIPAL SAO JOSE DOS CAMPOS,0,0
752,18476397900794,4.0, , , ,15.0,10.0,SECRETARIA MUNICIPAL SAUDE RIO JANEIRO; ORGANIZACAO DAS NACOES UNIDAS PARA A EDUCACAO CIENCIA CULTURA; ORGANIZACAO PAN AMERICANA SAUDE; ESCOLA NACIONAL SAUDE PUBLICA SERGIO AROUCA; ASSOCIACAO BRASILEIRA SAUDE COLETIVA; MINISTERIO EDUCACAO; MINISTERIO SAUDE; BOLETIM INFORMATIVO PRESTACAO CONTAS GESTAO 2009 2012; FUNDACAO OSWALDO CRUZ; CENTRO BRASILEIRO ESTUDOS SAUDE,FUNDACAO OSWALDO CRUZ,0,1
753,18485206941910,5.0, , , ,3.0,5.0,CAIXA ESTADUAL SA AGENCIA FOMENTO RS; SECRETARIA DESENVOLVIMENTO DOS ASSUNTOS INTERNACIONAIS; SECRETARIA MUNICIPAL INDUSTRIA COMERCIO; SECRETARIA MUNICIPAL FAZENDA; ASSEMBLEIA LEGISLATIVA RS; SOCIEDADE EDUCACIONAL RIO GRANDE SUL; AGENCIA GAUCHA DESENVOLVIMENTO PROMOCAO INVESTIMENTO; ASSEMBLEIA LEGISLATIVA RS; INSTITUTO FEDERAL EDUCACAO CIENCIA TECNOLOGIA RIO GRANDE SUL,INSTITUTO FEDERAL EDUCACAO CIENCIA TECNOLOGIA RIO GRANDE SUL,0,1
754,18502695906647,4.0, , , ,15.0,5.0,UNIVERSIDADE FEDERAL FLUMINENSE; NUCLEO PIRATININGA COMUNICACAO; CURSO PALAVRA MAGICA; PREFEITURA MUNICIPAL MARICA; COLEGIO PEDRO II,PREFEITURA MUNICIPAL MARICA; COLEGIO PEDRO II,0,1
755,18519190023144,3.0, , , ,2.0,5.0,UNIVERSIDADE FEDERAL RIO GRANDE NORTE; SENAI DEPARTAMENTO REGIONAL RIO GRANDE NORTE; INSTITUTO FEDERAL EDUCACAO CIENCIA TECNOLOGIA RIO GRANDE NORTE; HALLIBURTON SERVICOS LTDA; PETROBRAS; INSTITUTO FEDERAL EDUCACAO CIENCIA TECNOLOGIA BAIANO,INSTITUTO FEDERAL EDUCACAO CIENCIA TECNOLOGIA BAIANO,1,1
756,18536511707620,3.0, , , ,23.0,8.0,COMPANHIA DOCAS ESTADO SAO PAULO; INSTITUTO PESCA IP BRASIL; NUCLEO PESQUISA ESTUDO EM CHONDRICHTHYES; SECRETARIA EDUCACAO ESTADO SAO PAULO; ESCOLA FACULDADE FORTEC; UNIVERSIDADE MOGI DAS CRUZES; NOVA SOUTHEASTERN UNIVERSITY OCEAN CENTER; UNIVERSIDADE ESTADUAL PAULISTA JULIO MESQUITA FILHO; UNISAT EDUCACIONAL ENSINO A DISTANCIA CUIABA; NEOTROPICAL ICHTHYOLOGY ONLINE; REGIONAL STUDIES IN MARINE SCIENCE; UNIVERSIDADE FEDERAL SAO PAULO; BOLETIM INSTITUTO PESCA; FISHERIES RESEARCH; INSTITUTO CHICO MENDES CONSERVACAO BIODIVERSIDADE; INSTITUTO PORTUGUES MAR ATMOSFERA; MARINE ECOLOGY PROGRESS SERIES; AQUATIC CONSERVATION MARINE AND FRESHWATER ECOSYSTEMS; FISH AND FISHERIES; BIOLOGICAL JOURNAL OF THE LINNEAN SOCIETY; FRONTIERS IN MARINE SCIENCE; ECOLOGY AND EVOLUTION; MINISTERIO MEIO AMBIENTE; PLOS ONE; CENTRO INTERDISCIPLINAR INVESTIGACAO MARINHA AMBIENTAL U PORTO; FACULDADE CIENCIAS UNIVERSIDADE PORTO; AQUATIC LIVING RESOURCES; SCIENTIFIC REPORTS; MOLECULAR ECOLOGY RESOURCES; CONSERVATION GENETICS DORDRECHT ONLINE; EVOLUTIONARY ECOLOGY; ENVIRONMENTAL BIOLOGY OF FISHES; HEREDITY; NEOTROPICAL ICHTHYOLOGY; REVIEWS IN FISH BIOLOGY AND FISHERIES; FRONTIERS IN GENETICS; FRONTIERS IN ECOLOGY AND EVOLUTION 2296 701; MOLECULAR ECOLOGY; TRANSACTIONS OF THE AMERICAN FISHERIES SOCIETY,CENTRO INTERDISCIPLINAR INVESTIGACAO MARINHA AMBIENTAL U PORTO; FACULDADE CIENCIAS UNIVERSIDADE PORTO; FRONTIERS IN GENETICS; FRONTIERS IN ECOLOGY AND EVOLUTION 2296 701; MOLECULAR ECOLOGY RESOURCES; MOLECULAR ECOLOGY; TRANSACTIONS OF THE AMERICAN FISHERIES SOCIETY,1,0
757,18558953002354,5.0, , , ,1.0,5.0,HOSPITAL SAO FRANCISCO,,0,0
758,18621195367601,4.0, , , ,2.0,3.0,UNIVERSIDADE SAO PAULO; UNIVERSIDADE FEDERAL SAO CARLOS; JAF INOX INDUSTRIA MAQUINAS CHOCOLATE LTDA; UNIVERSIDADE ESTADUAL PAULISTA JULIO MESQUITA FILHO,UNIVERSIDADE ESTADUAL PAULISTA JULIO MESQUITA FILHO,0,1
759,18636812169742,4.0, , , ,2.0,4.0,INSTITUTO NACIONAL COLONIZACAO REFORMA AGRARIA SR 27; UNIVERSIDADE FEDERAL SUL SUDESTE PARA; SECRETARIA ESTADO SEGURANCA PUBLICA DEFESA SOCIAL; POLICIA CIVIL ESTADO PARA; CENTRO ENSINO SUPERIOR MARABA; ACADEMIA POLICIA CIVIL ESTADO PARA; CENTRO ESTUDOS APERFEICOAMENTO FUNCIONAL MINISTERIO PUBLICO PARA,CENTRO ESTUDOS APERFEICOAMENTO FUNCIONAL MINISTERIO PUBLICO PARA,0,0
760,18643790738396,4.0, , , ,3.0,4.0,PROVIDER TECNOLOGIA SISTEMAS; CENTRO INTEGRADO TECNOLOGIA INFORMACAO; UNIVERSIDADE FEDERAL PERNAMBUCO; FUNDACAO AMPARO A CIENCIA TECNOLOGIA ESTADO PERNAMBUCO; MAMELUCO TI; DR BUSCA; ECOLE TECHNOLOGIE SUPERIEURE MONTREAL; THE DIGITAL STRATEGY COMPANY,THE DIGITAL STRATEGY COMPANY,0,0
761,18671506508933,4.0, , , ,7.0,11.0,UNIVERSIDADE FEDERAL MARANHAO; INSTITUTO NACIONAL PREVIDENCIA SOCIAL; FUNDACAO MARANHENSE TELEVISAO EDUCATIVA; ESCOLA PITUCHINHA; FUNDACAO AMPARO A PESQUISA AO DESENVOLV CIENTIFICO TECNOLOGICO MA,FUNDACAO AMPARO A PESQUISA AO DESENVOLV CIENTIFICO TECNOLOGICO MA,0,0
