,IDLattes,DuracaoDoutorado,Genero,GrandesAreas,ExclusividadeDoutorado,Publicacoes,IdadeAcademica,ListaFiliacoes,UltimaFiliacao,HistoricoFiliacoesEmIESInternacional,UltimaFiliacaoEmIES,ListaIESInternacional,PrimeiraArea,PrimeiraAreaNumeric
1725,1048087748232648,2.0,0,CIENCIAS AGRARIAS,1,30.0,37.0,INSTITUTO ZOOTECNIA GOVERNO ESTADO SAO PAULO; ASSOCIACAO BRASILEIRA NOVILHO PRECOCE; LM INDUSTRIA COMERCIO ALIMENTOS LTDA; REVISTA PECUARIA CORTE; UNIVERSIDADE SAO PAULO; CONSELHO MUNICIPAL DEFESA MEIO AMBIENTE; FUNDACAO DESENVOLVIMENTO PESQUISA AGROPECUARIA ESTADO SAO PAULO; LINBIFE LABORATORIO CARNES; ESCOLA SUPERIOR AGRICULTURA LUIZ QUEIROZ,ESCOLA SUPERIOR AGRICULTURA LUIZ QUEIROZ,0,0,BR,CIENCIAS AGRARIAS,2
1726,1048100407993879,4.0,0,CIENCIAS DA SAUDE,1,5.0,2.0,HOSPITAL NAPOLEAO LAUREANO; FACULDADE CIENCIAS MEDICAS PARAIBA; HOSPITAL SAMARITANO; UNIVERSIDADE SAO PAULO; PREFEITURA MUNICIPAL JOAO PESSOA; SOCIEDADE BRASILEIRA DERMATOLOGIA; CONSELHO REGIONAL MEDICINA PB; ASSOCIACAO MEDICA PARAIBA; HOSPITAL HELIOPOLIS UNIDADE GESTAO ASSISTENCIAL 1; HOSPITAL SERVIDOR PUBLICO MUNICIPAL; FACULDADE CIENCIAS MEDICAS SANTA CASA SAO PAULO,FACULDADE CIENCIAS MEDICAS SANTA CASA SAO PAULO,0,1,BR/BR/BR,CIENCIAS DA SAUDE,4
1727,1048142658453276,4.0,0,CIENCIAS HUMANAS,1,4.0,12.0,SOCIEDADE PORVIR CIENTIFICO; CENTRO EDUCACAO BASICA LA SALLE NITEROI; COLEGIO LA SALLE NITEROI; UNIVERSIDADE LA SALLE CANOAS; PONTIFICIA UNIVERSIDADE CATOLICA RIO GRANDE SUL; UNIVERSIDADE FEDERAL RIO GRANDE SUL; UNIVERSIDAD LLEIDA; FACULDADE DOM BOSCO PORTO ALEGRE; ASSOCIACAO SUL AMERICANA FILOSOFIA TEOLOGIA INTERCULTURAIS; CONJECTURA FILOSOFIA EDUCACAO UCS; CENTRO UNIVERSITARIO SALESIANO SAO PAULO; CONGREGACAO DAS IRMAZINHAS IMACULADA CONCEICAO; ESCOLA SUPERIOR TEOLOGIA ESPIRITUALIDADE FRANCISCANA; UNIVERSIDADE FEDERAL PAMPA; UNIVERSIDADE FEDERAL PELOTAS; ESCOLA LA SALLE SAPUCAIA; ESCOLA IRMAO MIGUEL LA SALLE; ESCOLA TRICENTENARIO LA SALLE ESTEIO,UNIVERSIDADE FEDERAL RIO GRANDE SUL; UNIVERSIDADE FEDERAL PELOTAS,1,1,US/CO/BR/BR/BR/BR/BR/BR/BR,CIENCIAS HUMANAS,6
1728,1048145085222187,4.0,1,CIENCIAS HUMANAS; CIENCIAS DA SAUDE,1,25.0,7.0,UNIVERSIDADE ARARAQUARA; ORGANIZACAO NAO GOVERNAMENTAL BRINCADEIRA CRIANCA; UNIVERSIDADE FEDERAL SAO CARLOS; PREFEITURA MUNICIPAL SAO CARLOS SP; UNIVERSIDADE FEDERAL TRIANGULO MINEIRO; UNIVERSIDADE FEDERAL RIO JANEIRO,UNIVERSIDADE FEDERAL RIO JANEIRO,0,1,BR/BR/BR/BR,CIENCIAS HUMANAS,6
1729,1048204459270312,4.0,1,CIENCIAS BIOLOGICAS; CIENCIAS DA SAUDE,0,88.0,25.0,UNIVERSIDADE ESTADUAL MARINGA; CADERNOS SAUDE PUBLICA FIOCRUZ; ACTA SCIENTIARUM HEALTH SCIENCES; ACTA SCIENTIARUM UEM; REVISTA INSTITUTO MEDICINA TROPICAL SAO PAULO IMPRESSO; REVISTA BRASILEIRA GINECOLOGIA OBSTETRICIA IMPRESSO; AFRICAN JOURNAL OF MICROBIOLOGY RESEARCH; UEMUNIVERSIDADE ESTADUAL MARINGA; JOURNAL OF PARASITIC DISEASES; REVISTA PATOLOGIA TROPICAL IMPRESSO; INTERNATIONAL JOURNAL OF ENVIRONMENTAL HEALTH RESEARCH; SCIENTIA MEDICA PUCRS IMPRESSO; REVISTA SOCIEDADE BRASILEIRA MEDICINA VETERINARIA; EXPERIMENTAL PARASITOLOGY ONLINE; PARASITOLOGY RESEARCH 1987 INTERNET; SEMINA LONDRINA; ACTA TROPICA; INTERDISCIPLINARY PERSPECTIVES ON INFECTIOUS DISEASES ONLINE,INTERDISCIPLINARY PERSPECTIVES ON INFECTIOUS DISEASES ONLINE,1,0,BR/US/BR/US,CIENCIAS BIOLOGICAS,0
1730,1048229426231783,4.0,1,CIENCIAS BIOLOGICAS,1,39.0,23.0,FUNDACAO TROPICAL PESQUISAS TECNOLOGIA ANDRE TOSELLO; FUNDACAO OSWALDO CRUZ; INTERNATIONAL MYCOLOGICAL INSTITUTE; FOOD AND DRUG ADMINISTRATION NATIONAL CENTER FOR TOXICOLOGICAL RESEARCH; INSTITUTO NACIONAL PROPRIEDADE INDUSTRIAL; UNIVERSIDADE ESTADUAL CAMPINAS; BIOTEMAS 0103 1643; BRAZILIAN JOURNAL OF MICROBIOLOGY 1517 8382; SCIENCE OF THE TOTAL ENVIRONMENT 0048 9697; BIORESOURCES; INDOOR AIR; BIODEGRADATION DORDRECHT; MEMORIAS INSTITUTO OSWALDO CRUZ; JOURNAL OF THE BRAZILIAN CHEMICAL SOCIETY IMPRESSO; JOURNAL OF ENVIRONMENTAL MANAGEMENT; SOCIEDADE BRASILEIRA MICROBIOLOGIA; INSTITUTO NACIONAL TECNOLOGIA; WORLD FEDERATION FOR CULTURE COLLECTION; BRAZILIAN JOURNAL OF MICROBIOLOGY IMPRESSO; BRAZILIAN JOURNAL OF MICROBIOLOGY ONLINE; TRENDS IN MICROBIOLOGY REGULAR ED; WATER AIR AND SOIL POLLUTION PRINT; SCIENTIFIC COLLECTIONS INTERNATIONAL; ASSOCIACAO BRASILEIRA NORMAS TECNICAS SEDE; GLOBAL GENOME BIODIVERSITY NETWORK; FRONTIERS IN PLANT SCIENCE; MINISTERIO MEIO AMBIENTE; FRONTIERS PUBLIC HEALTH EDITORIAL OFFICE; EARTH BIOGENOME PROJECT; REVISTA MEIO AMBIENTE DESENVOLVIMENTO DMA; GLOBAL ENVIRONMENL FACILITYFUNDO BRASILEIRO PARA A BIODIVERSIDADE,WORLD FEDERATION FOR CULTURE COLLECTION; GLOBAL GENOME BIODIVERSITY NETWORK,0,0,BR/BR,CIENCIAS BIOLOGICAS,0
1731,1048288695996328,4.0,1,CIENCIAS DA SAUDE,1,27.0,21.0,UNIVERSIDADE SAO PAULO; UNIVERSIDADE ESTADUAL MARINGA,UNIVERSIDADE ESTADUAL MARINGA,0,1,BR/BR,CIENCIAS DA SAUDE,4
1732,1048311471358475,4.0,1,CIENCIAS SOCIAIS APLICADAS,1,17.0,26.0,UNIVERSIDADE PRESIDENTE ANTONIO CARLOS; UNIVERSIDADE FEDERAL JUIZ FORA; INSTITUTO FEDERAL SUDESTE MINAS GERAIS; REVISTA ECONOMIA SOCIOLOGIA RURAL IMPRESSO; RAC REVISTA ADMINISTRACAO CONTEMPORANEA ONLINE; REVISTA SODEBRAS,REVISTA SODEBRAS,0,0,BR/BR,CIENCIAS SOCIAIS APLICADAS,5
1733,1048340862882688,5.0,1,CIENCIAS EXATAS E DA TERRA; ENGENHARIAS,1,2.0,5.0,INSTITUTO FEDERAL EDUCACAO CIENCIA TECNOLOGIA PARAIBA; UNIVERSIDADE FEDERAL RIO GRANDE NORTE; SENAI DEPARTAMENTO REGIONAL RIO GRANDE NORTE; FACULDADE ESTACIO RIO GRANDE NORTE,INSTITUTO FEDERAL EDUCACAO CIENCIA TECNOLOGIA PARAIBA,0,1,BR/BR,CIENCIAS EXATAS E DA TERRA,1
1734,1048384863451733,2.0,0,ENGENHARIAS,0,16.0,6.0,UNIVERSIDADE FEDERAL JUIZ FORA; VOTORANTIM METAIS ZINCO; ELETRONICA POTENCIA IMPRESSO; IEEE TRANSACTIONS ON POWER ELECTRONICS; IEEE TRANSACTIONS ON INDUSTRIAL ELECTRONICS; JOURNAL OF CONTROL AUTOMATION AND ELECTRICAL SYSTEMS,JOURNAL OF CONTROL AUTOMATION AND ELECTRICAL SYSTEMS,0,1,BR,ENGENHARIAS,3
1735,1048426437752249,5.0,1,CIENCIAS BIOLOGICAS,0,37.0,34.0,UNIVERSIDADE SAO PAULO; HOSPITAL SERVIDOR PUBLICO MUNICIPAL, ,0,0,BR,CIENCIAS BIOLOGICAS,0
1736,1048476042959175,7.0,1,CIENCIAS EXATAS E DA TERRA; ENGENHARIAS,0,2.0,7.0,ACCENTURE BRASIL,ACCENTURE BRASIL,1,1,US,CIENCIAS EXATAS E DA TERRA,1
1737,1048519190181408,4.0,1,CIENCIAS HUMANAS,1,2.0,4.0,INSTITUTO TEOLOGICO ARQUIDIOCESANO SANTO ANTONIO; CENTRO ENSINO SUPERIOR JUIZ FORA; FACULDADE SAO BENTO RIO JANEIRO; SEMINARIO DIOCESANO NOSSA SENHORA AMOR DIVINO,FACULDADE SAO BENTO RIO JANEIRO; SEMINARIO DIOCESANO NOSSA SENHORA AMOR DIVINO,0,1,BR,CIENCIAS HUMANAS,6
1738,1048534572486001,4.0,1,CIENCIAS BIOLOGICAS; CIENCIAS DA SAUDE,1,5.0,10.0,CENTRO UNIVERSITARIO SAO LUCAS; FACULDADES INTEGRADAS APARICIO CARVALHO; INSTITUTO PESQUISAS EM PATOLOGIAS TROPICAIS RONDONIA; UNIVERSIDADE FEDERAL RONDONIA; FACULDADE MEDICINA RIBEIRAO PRETO; HOSPITAL DAS CLINICAS FACULDADE MEDICINA RIBEIRAO PRETO; INSTITUICAO ENSINO SUPERIOR CACOAL,INSTITUICAO ENSINO SUPERIOR CACOAL,0,1,BR/BR/BR/BR/BR,CIENCIAS BIOLOGICAS,0
1739,1048547008342024,5.0,0,CIENCIAS SOCIAIS APLICADAS,0,1.0,32.0,RWTHA AACHEN UNIVERSITY; WEST PHALIAN UNIVERSITY OF APPLIED SCIENCES, ,1,0,DE,CIENCIAS SOCIAIS APLICADAS,5
1740,1048592575793281,5.0,0,CIENCIAS HUMANAS,0,1.0,5.0,COLEGIO METROPOLITANO SAO PAULO; SENAC UNIDADE SANTANA SP; MUSEU IMIGRACAO SAO PAULO; COLEGIO MARIA JOSE; INSTITUTO FEDERAL SAO PAULO,COLEGIO METROPOLITANO SAO PAULO,0,1,,CIENCIAS HUMANAS,6
1741,1048662778515772,6.0,0,CIENCIAS EXATAS E DA TERRA,1,125.0,32.0,UNIVERSIDADE ESTADUAL MARINGA; PONTIFICIA UNIVERSIDADE CATOLICA SAO PAULO; PHYSICA A; EUROPHYSICS LETTERS PRINT,EUROPHYSICS LETTERS PRINT,0,0,BR/BR,CIENCIAS EXATAS E DA TERRA,1
1742,1048665502265721,2.0,0,CIENCIAS SOCIAIS APLICADAS,0,2.0,18.0,UNIVERSIDADE RIBEIRAO PRETO, ,0,0,BR,CIENCIAS SOCIAIS APLICADAS,5
1743,1048713532935838,4.0,1,CIENCIAS EXATAS E DA TERRA,1,5.0,5.0,UNIVERSIDADE ESTADO RIO JANEIRO; UNIVERSIDADE FEDERAL RIO JANEIRO; INSTITUTO APLICACAO FERNANDO RODRIGUES SILVEIRA; COLEGIO ANDREWS,UNIVERSIDADE ESTADO RIO JANEIRO,0,1,BR/BR,CIENCIAS EXATAS E DA TERRA,1
1744,1048725909365834,3.0,0,CIENCIAS BIOLOGICAS; CIENCIAS DA SAUDE,0,39.0,19.0,UNIVERSIDADE FEDERAL PARANA; SECRETARIA ESTADO SAUDE; SENAI DEPARTAMENTO REGIONAL PARANA; PONTIFICIA UNIVERSIDADE CATOLICA PARANA,PONTIFICIA UNIVERSIDADE CATOLICA PARANA,0,1,BR/BR,CIENCIAS BIOLOGICAS,0
1745,1048764897672470,4.0,1,CIENCIAS DA SAUDE,1,10.0,4.0,CASA SAUDE CAMPINAS; PONTIFICIA UNIVERSIDADE CATOLICA CAMPINAS; HOSPITAL MERIDIONAL; ESCOLA SUPERIOR CIENCIAS SANTA CASA MISERICORDIA VITORIA; UNIMED VITORIA; HOSPITAL MATERNIDADE CELSO PIERRO; SECRETARIA MUNICIPAL SAUDE SAO MATEUS; FACULDADE VALE CRICARE; UNIVERSIDADE FEDERAL ESPIRITO SANTO; ESCOLA ENFERMAGEM UNIVERSIDADE SAO PAULO; ESCOLA SUPERIOR ENFERMAGEM PORTO ESEP POR; UNIVERSIDADE FEDERAL PERNAMBUCO,UNIVERSIDADE FEDERAL PERNAMBUCO,1,1,BR/BR/CA/BR/BR,CIENCIAS DA SAUDE,4
1746,1048808015964938,4.0,1,CIENCIAS BIOLOGICAS,1,45.0,11.0,UNIVERSIDADE ESTADUAL PAULISTA JULIO MESQUITA FILHO; FACULDADE MEDICINA BOTUCATU; UNIVERSIDADE PARANAENSE,UNIVERSIDADE PARANAENSE,1,1,BR/PL/BR,CIENCIAS BIOLOGICAS,0
1747,1048822455736092,4.0,0,CIENCIAS HUMANAS; CIENCIAS EXATAS E DA TERRA,1,8.0,6.0,FACULDADE MARIO ANDRADE; CENTRO UNIVERSITARIO CAPITAL; CENTRO UNIVERSITARIO SENAC; UNIVERSIDADE BRASIL; COLEGIO MARIO ANDRADE,CENTRO UNIVERSITARIO SENAC,0,1,BR/BR/BR,CIENCIAS HUMANAS,6
1748,1048831487663429,4.0,0,CIENCIAS BIOLOGICAS; CIENCIAS EXATAS E DA TERRA,1,10.0,8.0,VERT AMBIENTAL CONSULTORIA PROJETOS; PACTO AMBIENTAL; FACULDADES INTEGRADAS CATAGUASES; ENERGISA SOLUCOES; PREFEITURA MUNICIPAL SANTANA CATAGUASES; CENTRO CULTURAL IDIOMAS; UNIVERSIDADE FEDERAL VICOSA; ESCOLA ESTADUAL MANUEL INACIO PEIXOTO; UNIVERSITY OF SOUTHERN DENMARK; INSTITUTO FEDERAL MINAS GERAIS; THE JOURNAL OF OPEN SOURCE SOFTWARE; COLEGIO CARMO,UNIVERSIDADE FEDERAL VICOSA,1,1,BR/BR/DK,CIENCIAS BIOLOGICAS,0
1749,1048843088092188,3.0,1,CIENCIAS DA SAUDE,0,2.0,4.0,PREFEITURA CIDADE RECIFE; FUNDACAO OSWALDO CRUZ; UNIVERSIDADE PERNAMBUCO; UNIVERSIDADE FEDERAL PERNAMBUCO; SECRETARIA ESTADUAL SAUDE; INSTITUTO AGGEU MAGALHAES FIOCRUZ PE,FUNDACAO OSWALDO CRUZ,0,1,BR/BR/BR,CIENCIAS DA SAUDE,4
1750,1048861546861770,3.0,0,CIENCIAS DA SAUDE,0,3.0,3.0,HOSPITAL DAS CLINICAS SAO PAULO; HOSPITAL MANDAQUI; HOSPITAL ALEMAO OSWALDO CRUZ; FACULDADE MEDICINA USP,HOSPITAL DAS CLINICAS SAO PAULO; FACULDADE MEDICINA USP,0,1,BR,CIENCIAS DA SAUDE,4
1751,1048863908643260,4.0,0,CIENCIAS HUMANAS; CIENCIAS SOCIAIS APLICADAS,1,17.0,11.0,UNIVERSIDADE PERNAMBUCO; FACULDADE FILOSOFIA CIENCIAS LETRAS CARUARU; AUTARQUIA ENSINO SUPERIOR GARANHUNSFACULDADE DIREITO GARANHUNS; FACULDADES INTEGRADAS VITORIA SANTO ANTAO; UNIVERSIDADE FEDERAL RIO GRANDE NORTE; UNIVERSIDADE ESTADUAL VALE ACARAU; REVISTA CURRICULUM PUCSP; FUNESA PROGRAMA ESPECIAL FORMACAO PROFESSORES EM NIVEL SUPERIOR PGP; REVISTA CONTEMPORANEA EDUCACAO; EDUCACAO BASICA REVISTA; EDUCATIVA GOIANIA ONLINE; UNIVERSIDADE FEDERAL RURAL PERNAMBUCO; INTERFACES EDUCACAO; EDUCACAO TRANSFORMACAO; COORDENACAO APERFEICOAMENTO PESSOAL NIVEL SUPERIOR; REVISTA ESCRIPTURAS,REVISTA ESCRIPTURAS,1,0,BR/BR/BR/BR/BR/BR/PK,CIENCIAS HUMANAS,6
1752,1048895887646468,4.0,0,CIENCIAS EXATAS E DA TERRA; ENGENHARIAS,1,6.0,5.0,UNIVERSIDADE ESTADUAL PAULISTA JULIO MESQUITA FILHO; FUNDACAO EDUCACIONAL FERNANDOPOLIS; CENTRO UNIVERSITARIO FUNDACAO EDUCACIONAL BARRETOS,FUNDACAO EDUCACIONAL FERNANDOPOLIS,0,0,BR/BR,CIENCIAS EXATAS E DA TERRA,1
1753,1048915098403039,4.0,1,CIENCIAS AGRARIAS; CIENCIAS EXATAS E DA TERRA; CIENCIAS HUMANAS,1,4.0,12.0,UNIVERSIDADE VALE RIO DOCE; UNIVERSIDADE PRESIDENTE ANTONIO CARLOS; PREF JOAQUIM PEDRO NASCIMENTO; ESCOLA ESTADUAL MANOEL BYRRO; ESCOLA ESTADUAL CARLOS LUZ; HDM EDUCATIVA LTDA; OBRAS SOCIAIS SANTA RITA; INSTITUTO FEDERAL EDUCACAO CIENCIA TECNOLOGIA SUL MINAS GERAIS; INSTITUTO FEDERAL EDUCACAO CIENCIA TECNOLOGIA NORTE MINAS GERAIS; UNIVERSIDADE JOSE ROSARIO VELLANO; EDUCACAO PROFISSIONAL TECNOLOGICA EM REVISTA; PRINCIPIA JOAO PESSOA; REVISTA BRASILEIRA EDUCACAO PROFISSIONAL TECNOLOGICA,INSTITUTO FEDERAL EDUCACAO CIENCIA TECNOLOGIA SUL MINAS GERAIS,0,1,BR/BR/BR/BR/BR,CIENCIAS AGRARIAS,2
1754,1048921152921432,4.0,0,CIENCIAS EXATAS E DA TERRA,1,1.0,4.0, , ,0,0,,CIENCIAS EXATAS E DA TERRA,1
1755,1048943112893610,2.0,1,CIENCIAS SOCIAIS APLICADAS; CIENCIAS HUMANAS,0,6.0,8.0,UNIVERSIDADE ESTADUAL VALE ACARAU,UNIVERSIDADE ESTADUAL VALE ACARAU,0,1,BR,CIENCIAS SOCIAIS APLICADAS,5
1756,1048964988038936,4.0,1,CIENCIAS DA SAUDE,0,5.0,4.0,HOSPITAL DAS CLINICAS FACULDADE MEDICINA RIBEIRAO PRETO; ESCOLA ENFERMAGEM RIBEIRAO PRETO UNIVERSIDADE SAO PAULO; MINISTERIO DEFESA ESCOLA ENFERMAGEM RIBEIRAO PRETO USP; HOSPITAL CANCER BARRETOS FUNDACAO PIO XII; HOSPITAL ESTADUAL RIBEIRAO PRETO; CENTRO REFERENCIA EM SAUDE MULHER RIBEIRAO PRETO,HOSPITAL ESTADUAL RIBEIRAO PRETO,0,0,,CIENCIAS DA SAUDE,4
1757,1048981407887968,5.0,1,OUTROS,0,1.0,5.0,SENZI CONSULTORIA LUMINOTECNICA LTDA, ,0,0,,OUTROS,8
1758,1049073381554789,2.0,1,LINGUISTICA LETRAS E ARTES; CIENCIAS DA SAUDE,1,60.0,6.0,UNIVERSIDADE FEDERAL JUIZ FORA; COLEGIO APLICACAO JOAO XXIII; ONG QUALIVIDA; ESPACO DANCA; CIENCIA AMP SAUDE COLETIVA ONLINE; REVISTA BRASILEIRA CINEANTROPOMETRIA AMP DESEMPENHO HUMANO ONLINE; REVISTA LA FACULTAD MEDICINA LA UNIVERSIDAD NACIONAL COLOMBIA; PSICOLOGIA EM PESQUISA UFJF; HU REVISTA UFJF IMPRESSO; ASSOCIACAO UNIFICADA PAULISTA ENSINO; INSTITUTO ESPECIALIZACAO; ESCOLA DANCA MARIA EMILIA; PERCEPTUAL AND MOTOR SKILLS; REVISTA NUTRICAO; REVISTA PENSAR A PRATICA; SCIENTIFIC REPORTS SPRINGER NATURE; BMC PREGNANCY AND CHILDBIRTH,UNIVERSIDADE FEDERAL JUIZ FORA; SCIENTIFIC REPORTS SPRINGER NATURE; BMC PREGNANCY AND CHILDBIRTH,1,1,BR/US/US,LINGUISTICA LETRAS E ARTES,7
1759,1049090105081864,6.0,1,CIENCIAS HUMANAS,1,26.0,32.0,PONTIFICIA UNIVERSIDADE CATOLICA SAO PAULO; UNIVERSIDADE GUARULHOS; REVISTA ELETRONICA JURIDICA; ESTRATEGICA FAAP; CADERNOS CAMPO UNESP; CONSELHO ENSINO PESQUISA PUCSP; PONTO VIRGULA PUCSP,PONTO VIRGULA PUCSP,0,0,BR,CIENCIAS HUMANAS,6
1760,1049116064921499,5.0,1,CIENCIAS BIOLOGICAS,1,6.0,7.0,UNIVERSIDADE FEDERAL PELOTAS; UNIVERSIDADE FEDERAL RIO GRANDE SUL; F LUCIANA ABREU,UNIVERSIDADE FEDERAL RIO GRANDE SUL,0,1,BR/BR,CIENCIAS BIOLOGICAS,0
1761,1049137829843207,3.0,1,CIENCIAS HUMANAS,0,42.0,9.0,FACULDADE CENETICISTA TERCEIRA IDADE; SUPERE CURSOS TECNICOS; PREFEITURA MUNICIPAL UBERLANDIA; CLINICA PSICOLOGICA PARTICULAR; UNIVERSIDADE FEDERAL UBERLANDIA; CENTRO UNIVERSITARIO PATOS MINAS; FACULDADE PITAGORAS; UNIVERSIDADE FEDERAL RECONCAVO BAHIA; REVISTA BRASILEIRA GERIATRIA GERONTOLOGIA; UNIVERSIDADE FEDERAL BAHIA,REVISTA BRASILEIRA GERIATRIA GERONTOLOGIA; UNIVERSIDADE FEDERAL BAHIA,0,1,BR/BR/BR/BR/BR,CIENCIAS HUMANAS,6
1762,1049186978910803,4.0,0,CIENCIAS SOCIAIS APLICADAS,0,54.0,26.0,UNIVERSIDADE ESTADUAL LONDRINA; UNIVERSIDADE SAO PAULO; FUNDACAO GETULIO VARGAS SP; SECRETARIA DOS NEGOCIOS FAZENDA ESTADO SAO PAULO; UNIVERSIDADE ESTADUAL PAULISTA JULIO MESQUITA FILHO; BRAZILIAN JOURNAL OF INFORMATION SCIENCE; CIENCIA INFORMACAO; INFORMACAOAMPINFORMACAO; ENCONTROS BIBLI UFSC; TRANSINFORMACAO; CIENCIA INFORMACAO IMPRESSO; CIENCIA INFORMACAO ONLINE; ENCONTROS BIBLI; PONTO ACESSO; REVISTA BRASILEIRA BIBLIOTECONOMIA DOCUMENTACAO IMPRESSO; PALAVRA CHAVE; ENSAIOS APB; BOLETIM APB; BOLETIM APBESP; FUNDACAO PARA O DESENVOLVIMENTO ENSINO PESQUISA EXTENSAO; ASSOCIACAO NACIONAL PESQUISA POS GRADUACAO EM CIENCIA INFORMACAO,ASSOCIACAO NACIONAL PESQUISA POS GRADUACAO EM CIENCIA INFORMACAO,1,1,BR/BR/BR/US/US,CIENCIAS SOCIAIS APLICADAS,5
1763,1049194452615229,5.0,0,CIENCIAS DA SAUDE,0,14.0,6.0,INSTITUTO NACIONAL CANCER; UNIVERSIDADE GRANDE RIO; EDITORA REVINTER; HOSPITAL COPA DOR; COOPERAR SAUDE; CLINICA SAO BERNARDO; HARVARD UNIVERSITY; HOPITAL SAINT ANTOINE; HOSPITAL SIRIRO LIBANES; INTERNATIONAL FEDERATION OF LONDRINA MEDICAL STUDENTS; CLINICAS MEDICAS COOPERADAS LTDA; INSTITUTO NACIONAL SEGURIDADE SOCIAL GERENCIA CENTRO RJ; REVISTA COLEGIO BRASILEIRO CIRURGIOES IMPRESSO; REVISTA ARQUIVOS MEDICINA UNIV PORTO PORTUGAL,INSTITUTO NACIONAL CANCER; REVISTA ARQUIVOS MEDICINA UNIV PORTO PORTUGAL,1,0,BR/US,CIENCIAS DA SAUDE,4
1764,1049206696476839,5.0,1,CIENCIAS HUMANAS; CIENCIAS SOCIAIS APLICADAS,0,2.0,5.0,CRECHE INSTITUTO MARIA; CASA SAUDE ESPERANCA HOSPITAL PSIQUIATRICO; SOCIEDADE PRESBITERIANA ENSINO PESQUISA; UNIVERSIDADE FEDERAL TOCANTINS; UNIVERSIDADE FEDERAL JUIZ FOR,UNIVERSIDADE FEDERAL TOCANTINS,0,1,BR,CIENCIAS HUMANAS,6
1765,1049207414923116,4.0,1,ENGENHARIAS,1,8.0,10.0,UNIVERSIDADE FEDERAL SANTA CATARINA; HEAT TRANSFER ASIAN RESEARCH; JOURNAL OF AEROSPACE TECHNOLOGY AND MANAGEMENT ONLINE,HEAT TRANSFER ASIAN RESEARCH,1,1,BR/US,ENGENHARIAS,3
1766,1049219203520178,5.0,0,CIENCIAS EXATAS E DA TERRA,0,6.0,13.0,UNIVERSIDADE ESTADUAL CAMPINAS; UNIVERSIDADE ESTADUAL PAULISTA JULIO MESQUITA FILHO; UNIVERSIDADE OESTE PAULISTA,UNIVERSIDADE OESTE PAULISTA,0,1,BR/BR/BR,CIENCIAS EXATAS E DA TERRA,1
1767,1049225786504351,3.0,1,CIENCIAS DA SAUDE,1,22.0,5.0,HOSPITAL CLINICAS PORTO ALEGRE; SECRETARIA MUNICIPAL SAUDE PORTO ALEGRE; UNIVERSIDADE FEDERAL RIO GRANDE SUL,HOSPITAL CLINICAS PORTO ALEGRE; UNIVERSIDADE FEDERAL RIO GRANDE SUL,0,1,BR/BR,CIENCIAS DA SAUDE,4
1768,1049234433381122,4.0,1,CIENCIAS EXATAS E DA TERRA,1,7.0,8.0,ESCOLA ANTONIA SILVEIRA CAPILE; UNIVERSIDADE ESTADUAL MATO GROSSO SUL; ESCOLA ESTADUAL PRESIDENTE VARGAS; ESCOLA ESTADUAL FLORIANO VIEGAS MACHADO; UNIVERSIDADE FEDERAL GRANDE DOURADOS,UNIVERSIDADE FEDERAL GRANDE DOURADOS,0,1,BR/BR,CIENCIAS EXATAS E DA TERRA,1
1769,1049296252030551,3.0,1,ENGENHARIAS,1,21.0,16.0,UNIVERSIDADE FEDERAL MINAS GERAIS; REVISTA BRASILEIRA RECURSOS HIDRICOS; URBAN WATER JOURNAL PRINT; JOURNAL OF WATER RESOURCES PLANNING AND MANAGEMENT; ENGENHARIA SANITARIA AMBIENTAL; INGENIERIA Y UNIVERSIDAD PONTIFICIA UNIVERSIDAD JAVERIANA; AMBIENTE CONSTRUIDO ONLINE; THE INTERNATIONAL JOURNAL OF RIVER BASIN MANAGEMENT, ,1,0,BR/CO,ENGENHARIAS,3
1770,1049316737767885,4.0,1,CIENCIAS HUMANAS; LINGUISTICA LETRAS E ARTES,0,2.0,5.0,UNIVERSIDADE FEDERAL UBERLANDIA; UNIVERSIDADE ESTADO MINAS GERAIS; FACULDADE TRIANGULO MINEIRO; SECRETARIA ESTADO EDUCACAO MINAS GERAIS; COLEGIO NACIONAL; SOCIEDADE EDUCADORA BENEFICENTE COLEGIO SANTA TERESA; ESCOLA TEATRO VIANINHA GRUPO MECA; INSTITUTO FEDERAL EDUCACAO CIENCIA TECNOLOGIA GOIAS; INSTITUTO FEDERAL EDUCACAO CIENCIA TECNOLOGIA TRIANGULO MINEIRO; REVISTA EM EXTENSAO ONLINE; REVISTA SEMINARIO TEATRO INFANTO JUVENIL TRUPE TRUOES; INSTITUTO FEDERAL TRIANGULO MINEIRO,INSTITUTO FEDERAL EDUCACAO CIENCIA TECNOLOGIA TRIANGULO MINEIRO; INSTITUTO FEDERAL TRIANGULO MINEIRO,0,1,BR/BR/BR/BR/BR,CIENCIAS HUMANAS,6
